Feature ID	Taxon
ref_mOTU_v31_04336	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; m__ref_mOTU_v31_04336
ref_mOTU_v31_04354	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; m__ref_mOTU_v31_04354
ref_mOTU_v31_04396	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; m__ref_mOTU_v31_04396
ref_mOTU_v31_04535	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; m__ref_mOTU_v31_04535
ref_mOTU_v31_04652	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; m__ref_mOTU_v31_04652
ref_mOTU_v31_04664	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Oscillospiraceae; g__Oscillibacter; m__ref_mOTU_v31_04664
ref_mOTU_v31_04716	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruthenibacterium; m__ref_mOTU_v31_04716
ref_mOTU_v31_05139	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; m__ref_mOTU_v31_05139
ref_mOTU_v31_05195	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; m__ref_mOTU_v31_05195
ref_mOTU_v31_05204	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Peptoniphilus; m__ref_mOTU_v31_05204
ref_mOTU_v31_05236	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Phocea; m__ref_mOTU_v31_05236
ref_mOTU_v31_05238	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Flavonifractor; m__ref_mOTU_v31_05238
ref_mOTU_v31_05265	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Rothia; m__ref_mOTU_v31_05265
ref_mOTU_v31_05401	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides; m__ref_mOTU_v31_05401
ref_mOTU_v31_05921	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Holdemania; m__ref_mOTU_v31_05921
ref_mOTU_v31_05988	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Gemmiger; m__ref_mOTU_v31_05988
ref_mOTU_v31_06108	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; m__ref_mOTU_v31_06108
ref_mOTU_v31_06109	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; m__ref_mOTU_v31_06109
ref_mOTU_v31_06110	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; m__ref_mOTU_v31_06110
ref_mOTU_v31_06112	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; m__ref_mOTU_v31_06112
ref_mOTU_v31_06131	k__Bacteria; p__Tenericutes; c__Mollicutes; o__Mycoplasmatales; f__Mycoplasmataceae; g__Ureaplasma; m__ref_mOTU_v31_06131
ref_mOTU_v31_06282	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; m__ref_mOTU_v31_06282
ref_mOTU_v31_06307	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; m__ref_mOTU_v31_06307
ref_mOTU_v31_06308	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; m__ref_mOTU_v31_06308
ref_mOTU_v31_06316	k__Bacteria; p__Firmicutes; c__Firmicutes class [Clostridia/Erysipelotrichia]; o__Firmicutes order [Clostridiales/Erysipelotrichales]; f__Firmicutes fam. [Erysipelotrichaceae/Eubacteriaceae/Clostridiaceae]; g__Firmicutes gen. [Clostridium/Eubacterium]; m__ref_mOTU_v31_06316
ref_mOTU_v31_06317	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; m__ref_mOTU_v31_06317
ref_mOTU_v31_06695	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; m__ref_mOTU_v31_06695
ref_mOTU_v31_07315	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Flavonifractor; m__ref_mOTU_v31_07315
ref_mOTU_v31_07592	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Azospirillum; m__ref_mOTU_v31_07592
ref_mOTU_v31_07613	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; m__ref_mOTU_v31_07613
ref_mOTU_v31_07619	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; m__ref_mOTU_v31_07619
ref_mOTU_v31_07640	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; m__ref_mOTU_v31_07640
ref_mOTU_v31_07647	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; m__ref_mOTU_v31_07647
ref_mOTU_v31_07664	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Eggerthellales; f__Eggerthellaceae; g__Cryptobacterium; m__ref_mOTU_v31_07664
ref_mOTU_v31_07668	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; m__ref_mOTU_v31_07668
ref_mOTU_v31_07675	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; m__ref_mOTU_v31_07675
ref_mOTU_v31_07679	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; m__ref_mOTU_v31_07679
ref_mOTU_v31_07726	k__Bacteria; p__Firmicutes; c__; o__; f__; g__; m__ref_mOTU_v31_07726
ref_mOTU_v31_07728	k__Bacteria; p__Firmicutes; c__; o__; f__; g__; m__ref_mOTU_v31_07728
ref_mOTU_v31_07741	k__Bacteria; p__Firmicutes; c__; o__; f__; g__; m__ref_mOTU_v31_07741
ref_mOTU_v31_08058	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; m__ref_mOTU_v31_08058
ref_mOTU_v31_08610	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Candidatus Stoquefichus; m__ref_mOTU_v31_08610
ref_mOTU_v31_08865	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; m__ref_mOTU_v31_08865
ref_mOTU_v31_09167	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; m__ref_mOTU_v31_09167
ref_mOTU_v31_10413	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Oscillospiraceae; g__Oscillibacter; m__ref_mOTU_v31_10413
ref_mOTU_v31_11181	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Erysipelatoclostridium; m__ref_mOTU_v31_11181
ref_mOTU_v31_11279	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; m__ref_mOTU_v31_11279
ref_mOTU_v31_11382	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Holdemanella; m__ref_mOTU_v31_11382
ref_mOTU_v31_11823	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Megasphaera; m__ref_mOTU_v31_11823
ref_mOTU_v31_11860	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; m__ref_mOTU_v31_11860
ref_mOTU_v31_11862	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; m__ref_mOTU_v31_11862
